character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Ллайг Трыффрин,Мужской,41,Военнослужащий,True,8,8,1145
Ллинос из Метинны,Мужской,48,Рыцарь,True,8,33,1146
Ловкач,Мужской,15,,True,8,33,1147
Лодовико Мишеле,Мужской,30,Наемник,False,8,33,1148
Лодочный мастер,Мужской,46,Лодочный мастерИгрок в гвинт,True,8,29,1149
Лойза Болт,Мужской,49,Бригадир лесорубов,True,7,33,1150
Локхарт Невероятный,Мужской,46,ЧародейТорговец,True,8,33,1151
Лорд де Буливье,Мужской,30,Дворянин,True,8,29,1152
Лорд де Вольт,X,37,Дворянин,True,8,24,1153
Лорд Картрайт,Мужской,27,ДворянинЗемлевладелец,True,8,15,1154
Лорд Клейтон,Мужской,67,ДворянинПомещик,False,8,15,1155
Лорд Мансфилд,Мужской,49,ДворянинЗемлевладелец,True,8,15,1156
Лоренцо Молла,Мужской,61,НаемникБандит (в прошлом),True,8,33,1157
Лоретьель,Женский,19,,True,11,33,1158
Лот Полуэльф,Мужской,36,БандитЛидер группировки,False,8,33,1159
Лотар,Мужской,38,,True,8,21,1160
Лоточник,Мужской,37,Торговец,True,8,33,1161
Лоудбор из Мурривеля,Мужской,68,Чародей,False,8,24,1162
Лугос Безумный,Мужской,68,Ярл воин,False,8,21,1163
Лугос Заячья Губа,Мужской,52,ВоинЯрл,False,8,21,1164
Лугос Синий,Мужской,20,Воин,False,8,21,1165
Луи де Корентен,Мужской,18,Игрок в гвинт,False,8,33,1166
Луи де ла Круа,Мужской,30,ПредпринимательСтранствующий рыцарь (ранее),False,8,33,1167
Луис Маравель,Мужской,47,Государственный деятельДворянин,True,8,29,1168
Лукас,Мужской,23,Крестьянин,False,8,24,1169
Лукреция Виго,Женский,46,Чародейка (?),False,8,8,1170
Лунд,Мужской,61,БандитЧиновник,False,8,33,1171
Лунини,Мужской,43,ЧародейАлхимик,True,8,33,1172
Лусси,Женский,23,Контрабандистка,True,8,33,1173
Лффынед,Мужской,18,Солдат,False,8,8,1174
Лысый Сигге,Мужской,49,Наездник,True,8,21,1175
Люба,Женский,36,,True,8,29,1176
Любка,Женский,69,Крестьянка,True,8,15,1177
Людвиг Мерс,Мужской,37,Чиновник,True,8,33,1178
Людвик,Мужской,57,Преступник,False,8,33,1179
Людвик Клосстер,Мужской,52,Лесоруб,True,7,33,1180
Людмила,Женский,61,,False,8,24,1181
Людовик,Мужской,63,Государственный деятель,True,8,33,1182
Людовик Бруненбаум,Мужской,44,Аукционер,True,5,33,1183
Люк Вегельбуд,Мужской,47,ДворянинЖокей,True,8,24,1184
Люкас Корто,Мужской,70,Наемник,True,7,18,1185
Люппи,Мужской,31,Медик,True,8,33,1186
Люси,Женский,18,,False,8,24,1187
Люсьен де Фуи,Мужской,60,АрхитекторСкульптор,True,8,24,1188
Люсьен Моннар,Мужской,39,Предприниматель,False,8,33,1189
Люсьен фон Эбергейд,Женский,21,ДворянкаЖрица,True,8,24,1190
Люсьена,Женский,46,Крестьянка,True,8,29,1191
Сериал:Лютик,Мужской,62,Бард,True,8,33,1192
Лютик,Мужской,60,БардДворянин,True,8,33,1193
Лютиция,Женский,44,,True,8,24,1194
Лютка,Женский,23,Крестьянка,True,8,29,1195
Люц из Тыффии,Мужчина,43,,True,8,33,1196
Лянтиери,Женский,46,Хозяйка борделя,True,8,33,1197
Ляшарель,Мужской,66,Деятель органов безопасности,False,8,24,1198
Маартен,Мужской,61,Повар,True,8,24,1199
Мавра,Женский,42,,True,8,33,1200
Маврик,Мужской,22,Солдат,False,8,10,1201
Магнус,Мужской,56,,True,8,33,1202
Магнус Рихтер,Мужской,54,Лесоруб,False,7,33,1203
Мадалин,Женский,35,Проститутка,True,8,33,1204
Мадам де Бурбё,Женский,30,Дворянка,True,8,33,1205
Мадам Изабель,Женский,27,Хозяйка публичного дома,True,8,33,1206
Мадам Кароль,Женский,59,Мадам борделя,True,8,33,1207
Мадам Луиза,Женский,36,ПроституткаХозяйка борделя,True,8,24,1208
Мадден,Мужской,43,БандитНаемник,False,8,33,1209
Мадук,Мужской,37,НаёмникВедьмак (ранее),True,8,33,1210
Майкл де Ноалье,Мужской,21,Государственный деятель,True,8,24,1211
Майлс Тритвей,Мужской,66,Чародей,True,8,33,1212
Майрвен Росэн,Мужской,52,Военный и государственный деятель,True,8,8,1213
Макси ван Деккар,Женский,57,Наемница,True,8,33,1214
Максим Болье,Мужской,49,Артист,True,8,33,1215
Максим Макрин,Мужской,41,Странствующий рыцарьЗемлевладелец,False,8,33,1216
Максимилиан Борсоди,Мужской,56,Предприниматель,True,8,33,1217
Малатеста,Мужской,35,Управляющий,True,8,33,1218
Малена,Женский,22,,False,11,33,1219
Мальвина,Женский,62,Дворянка,True,8,19,1220
Мальгет,Мужской,48,Знахарь,False,8,10,1221
Малькольм Гатри,Мужской,52,Рыбак,True,8,33,1222
Малькольм Штейн,Мужской,20,Кузнец,True,7,33,1223
Маммуна,Женский,45,,True,8,33,1224
Манисса,Женский,67,ЧародейкаРазбойница,True,8,33,1225
Мансфельд,Мужской,21,Военный и государственный деятель,True,8,10,1226
Мантас Бирут,Мужской,26,,True,7,33,1227
Манфред (Ведьмак 2),Мужской,16,Солдат,True,8,10,1228
Манфред (Ведьмак 3),Мужской,46,Купец,False,8,33,1229
Манфред Гроссбарт,Мужской,47,Разбойник,False,8,21,1230
Мараал,Мужской,32,Придворный убийца,False,8,22,1231
Марабелла,Женский,42,Учительница,True,8,24,1232
Маргарита,Женский,57,,False,8,29,1233
Маргарита Ло-Антиль,Женский,60,ЧародейкаРектор академии,True,8,33,1234
Марго де Корентен,Женский,21,,False,8,33,1235
Мардер,Мужской,37,Пристав,True,8,8,1236
Мари де Мерсей,Женский,42,Дворянка,True,8,24,1237
Марианна,Женский,44,Работница банка,True,8,33,1238
Мариетта Лоредо,Женский,29,,False,8,33,1239
Марика,Женский,38,Помощница Тэклы,True,8,29,1240
Марилька,Женский,59,,True,8,24,1241
Сериал:Марилька,Женский,59,Дочь войта,True,8,24,1242
Марион Тиссен,Женский,63,Дворянка,True,8,12,1243
Мариус Флорин,Мужской,15,ДворянинКарточный игрок,True,8,33,1244
Мария Пульхерия,Женский,34,Королева,True,8,29,1245
Мария-Луиза Ла Валетт,Женский,39,Дворянка,True,8,29,1246
Марк,Мужской,51,Подручный Нумы,True,8,33,1247
Марк (Оруженосец),Мужской,42,Оруженосец,False,8,5,1248
Марк Дюбуа,Мужской,21,,False,8,33,1249
Марк Макреллиний,Мужской,70,Автор книг,True,8,33,1250
Маркас,Мужской,40,Оруженосец,False,8,17,1251
Марквар,Мужской,56,Чародей,False,8,21,1252
Маркграф Хенкель,Мужской,41,Дворянин,False,8,24,1253
Маркиз де Мерсей,Мужской,35,Государственный деятель,True,8,24,1254
Маркиз Ла Креахм,Мужской,47,ДворянинПисатель,True,8,33,1255
Маркиз Пеллиграм,Мужской,36,ДворянинВоеначальникПисатель,True,8,33,1256
Маркиз Шарбоннэ,Мужской,39,Дворянин,True,8,29,1257
Маркиза Серенити,Женский,23,Хозяйка борделяПроститутка (ранее),True,8,24,1258
Марко Гедль,Мужской,58,Археолог,False,8,24,1259
Марко Кнопф,Мужской,38,ПутешественникПисатель,True,8,33,1260
Маркус Брайбант,Мужской,33,Военачальник,False,8,8,1261
Маркус Т.К. Ходгсон,Мужской,38,Купец,True,8,24,1262
Марлена де Трастамара,Женский,61,ДворянкаКулинар,False,8,33,1263
Марта,Женский,22,,True,8,33,1264
Марти Содергрен,Женский,55,ЧародейкаЦелительница,False,8,33,1265
Сериал:Мартин,Мужской,38,Дворянин,True,8,33,1266
Мартин из Дубравы,Мужской,69,Рыцарь,True,8,29,1267
Мартин Монье,Мужской,60,ДворянинПутешественникИгрок в гвинт,True,8,33,1268
Марчелло Клеричи,Мужской,43,Странствующий рыцарь,False,8,33,1269
Марьенна,Женский,69,Королева,True,8,33,1270
Масляный Боб,Мужской,44,Кулачный боец,True,8,33,1271
Мастер,Мужской,42,Кулачный боец,True,8,33,1272
Мастер Кройверх,Мужской,32,БукмекерОрганизатор боев,True,8,24,1273
Мастер Орт,Мужской,19,Оружейник,True,8,29,1274
Мастер рун,Мужской,38,РемесленникМастер рун,True,8,22,1275
Мастер-ведьмак,Мужской,39,ВедьмакНаставник ведьмаков,True,8,33,1276
Матен,Мужской,27,Государственный деятель,False,8,32,1277
Матео из Метинны,Мужской,21,Писатель,True,8,33,1278
Матиас Рыбьи Жабры,Мужской,59,Ловец жемчугаМародер,True,8,21,1279
Матильда де Верментино,Женский,16,ВиноделДворянка,True,8,33,1280
Матильда де Нэменс-Уйвар,Женский,19,Дворянка,True,8,34,1281
Матильда Шабо,Женский,47,,True,8,33,1282
Матиос,Мужской,38,,True,8,21,1283
Матта Ху'ури,Женский,17,Шпион,True,8,22,1284
Матюх Заика,Мужской,31,Наездник,True,8,29,1285
Маур вар Анагыд,Женский,40,Дворянка,True,8,8,1286
Мачко,Мужской,65,Мельник,True,8,24,1287
Маэваринн,Мужской,51,Воин,False,11,33,1288
Маэглор,Мужской,44,КорольЧародей,False,11,33,1289
Маэль,Мужской,31,,True,11,33,1290
Мвавр Гливф,Мужской,64,Военнослужащий,True,8,8,1291
Меделл,Мужской,67,Государственный деятель,False,8,29,1292
Медик (Оксенфурт),Мужской,67,Медик,True,8,33,1293
Медсёстры,Женский,21,Медсестры,True,8,33,1294
Мелкий,Мужской,16,Наемник,False,8,33,1295
Меньшая ведьма,Женский,56,Ведьма,True,8,33,1296
Мервин Адемейн,Мужской,65,Дворянин,True,8,9,1297
Мерерид,Мужской,17,Камергер,True,8,8,1298
Меррин,Мужской,45,Артист цирка,True,11,33,1299
Мертен,Мужской,46,ПроповедникВедьмак (ранее),True,8,33,1300
Мертон Брингс,Мужской,45,Наемник,True,7,33,1301
Мествин,Мужской,51,Капитан когга,True,8,33,1302
Месье де Бурбё,Мужской,40,ВиноделДворянин,True,8,33,1303
Мечек Галиняк,Мужской,16,Крестьянин,True,8,29,1304
Мика,Мужской,23,Крестьянин,True,8,29,1305
Микель,Мужской,28,Крестьянин,False,8,29,1306
Микель Бэй,Мужской,33,Пиротехник,True,7,18,1307
Микель из Лисьих Ям,Мужской,27,Кмет (?)Глава сопротивления,True,8,33,1308
Микита,Мужской,43,Охранник,True,8,33,1309
Микитка,Женский,56,,True,8,33,1310
Миккель,Мужской,41,Воин,False,8,21,1311
Миккьяль,Мужской,17,Смотритель маяка,True,8,21,1312
Миклас,Мужской,63,Солдат,False,8,24,1313
Миколас Климан,Мужской,46,Предприниматель,True,8,12,1314
Микула,Мужской,56,Стражник,True,8,29,1315
Микула (кузнец),Мужской,54,Кузнец,True,8,33,1316
Милан Норан,Мужской,40,Военнослужащий,True,8,8,1317
Милан Раупеннэк,Мужской,34,Военачальник,True,8,24,1318
Милаэн,Женский,70,НаемникБраконьер,True,11,33,1319
Миленка,Женский,38,,True,8,33,1320
Милка,Женский,59,,True,8,33,1321
Милка (Кровная вражда),Женский,66,Крестьянка,False,8,15,1322
Милка из Доброва,Женский,53,,True,8,29,1323
Миллегарда,Женский,47,ЧародейкаДворянка,True,8,24,1324
Мило Вандербек,Мужской,25,Медик,False,9,33,1325
Мильва,Женский,60,ОхотницаНаемник,False,8,27,1326
Мильда,Женский,59,,False,8,24,1327
Мильтон,Мужской,49,Бандит,False,8,29,1328
Мильтон де Пейрак-Пейран,Мужской,31,ДворянинСтранствующий рыцарь,False,8,33,1329
Мира Байсс,Женский,70,Чародейка (?),True,8,33,1330
Миргот,Мужской,48,Воин,True,8,7,1331
Миргтабракке,Женский,26,,True,8,33,1332
Мирко,Мужской,67,Бандит,False,8,24,1333
Мирный жрец-водяной,Мужской,19,Жрец,True,3,33,1334
Мирон,Мужской,66,Аптекарь,True,8,10,1335
Мирра,Женский,17,Лекарь,False,8,29,1336
Мируна,Женский,30,,True,8,33,1337
Мистле,Женский,33,Разбойница,False,8,19,1338
Митек,Мужской,59,,True,8,33,1339
Михель Жевако,Мужской,67,Странствующий рыцарь,True,8,33,1340
Мицци,Мужской,34,Дворянин,True,8,34,1341
Мишелла Сабина Рюксер,Женский,63,Археолог,False,8,24,1342
Мишлин Бельроз,Женский,43,,True,8,33,1343
Младшая Скарра,Женский,29,Солдат (в прошлом),True,8,8,1344
Могила,Мужской,19,БандитНаркоторговец,False,8,29,1345
Могильщик,Мужской,44,Могильщик,True,8,33,1346
Могильщик из Залипья,Мужской,36,Могильщик,True,8,29,1347
Могучий Нума,Мужской,63,,True,8,33,1348
Модель Геральта,X,30,,True,8,33,1349
Модольф,Мужской,28,ВоинЯрл,True,8,21,1350
Мозаика,Женский,63,Чародейка,True,8,33,1351
Молли,Женский,20,Служанка,True,8,24,1352
Молодая жена Брана,Женский,25,Жена короля,False,8,21,1353
Мольнар Джианкарди,Мужской,45,Банкир,True,7,33,1354
Монс,Мужской,68,Пират,True,8,21,1355
Морвран Воорхис,Мужской,70,Военный и государственный деятель,False,8,8,1356
Морда,Мужской,43,БандитНаемник,False,8,33,1357
Морельзе,Мужской,55,Инквизитор,False,8,24,1358
Моренн,Женский,49,,True,8,33,1359
Моренн из Брокилона,Женский,58,Воительница,False,8,33,1360
Мориль,Женский,35,,False,11,33,1361
Мориц Дифентель,Мужской,22,Чародей,False,8,33,1362
Моркварг,Мужской,61,Пират,False,8,21,1363
Мортейсен,Мужской,53,ВоеннослужащийКомандир боевой группы,False,8,8,1364
Мстивой,Мужской,19,Сельский староста,True,8,2,1365
Мунро Бруйс,Мужской,50,ВышибалаНаемник (ранее)Солдат (ранее),True,7,33,1366
Мурко Видмар,Мужской,28,Банкир (опционально),True,7,18,1367
Мщуя,Женский,33,Проститутка,True,8,24,1368
Мырман,Мужской,62,Знахарь,True,8,24,1369
Мыслав,Мужской,69,Охотник,True,8,29,1370
Мышовур,Мужской,45,ДруидСоветник короля,True,8,21,1371
Сериал:Мышовур,Мужской,34,Друид,True,8,21,1372
Мэва,Женский,32,Государственный деятель,True,8,15,1373
Мэльфи,Мужской,58,,False,8,29,1374
Мэнно Коегоорн,Мужской,39,Полководец,False,8,8,1375
Мэринэаэвэльт,Женский,20,Государственный деятель,True,8,7,1376
Мэсси,Мужской,40,Военнослужащий,True,8,8,1377
Мэтр Альмавера,Мужской,60,Татуировщик,True,8,33,1378
Мэтт Устрица,Мужской,53,Артист,True,8,24,1379
Мюриель,Женский,21,Дворянка,False,8,29,1380
Мясник,Мужской,35,Мясник,True,7,33,1381
Мясник (Предместья),Женский,18,Мясник,True,8,33,1382
Навик,Мужской,23,МогильщикРазбойник (ранее)Солдат (ранее),True,8,29,1383
Надя Эспозито,Женский,63,Дворянка,True,8,33,1384
Назариан,Мужской,42,ПреступникНаемник,True,8,33,1385
Нарадкова,Женский,17,,True,8,2,1386
Нарцисса,Женский,25,Проститутка,True,8,24,1387
Настька,Женский,25,,True,8,24,1388
Натаниэль Пастоди,Мужской,50,Смотритель моргаЖрецПалач (ранее),False,8,33,1389
Наяда (Берег Озера),Женский,24,,True,10,33,1390
Невеста моря,Женский,52,Друидка (?),False,8,21,1391
Невилл,Мужской,30,Градоначальник,True,8,24,1392
Невин,Мужской,59,БандитНаемник,False,8,33,1393
Недамир,Мужской,35,Государственный деятель,True,8,9,1394
Неистовый Деий,Мужской,47,,True,8,33,1395
Нейл Пуаре,Мужской,41,Солдат,False,8,33,1396
Неллен,Мужской,28,Охотник,False,8,29,1397
Непелка,Мужской,43,,False,8,29,1398
Нератин Цека,Мужской,42,ШпионСолдат,False,8,8,1399
Нибрас,Мужской,54,Государственный деятель,True,8,22,1400
Нив,Мужской,24,,True,8,33,1401
Нивеллен,Мужской,49,Раубриттёр отшельник,True,8,33,1402
Нидас,Мужской,38,Солдат (ранее),True,8,29,1403
Ника,Женский,47,Баронесса,True,8,33,1404
Никефор Муус,Мужской,20,Чиновник,True,8,33,1405
Никляр,Мужской,21,КметСолдат,False,8,33,1406
Нико Скаггс,Мужской,40,Бронник,True,7,33,1407
Никодемус де Боот,X,35,,True,8,33,1408
Николай Цертоза,Мужской,52,Художник,True,8,33,1409
Николас Фогль,Мужской,15,Учёный-биолог,False,8,24,1410
Николас Фридман,Мужской,36,ВоеннослужащийКапитан стражи,True,8,24,1411
Нильс,Мужской,49,,False,8,21,1412
Нильфгаардка,Женский,63,Дворянка,True,8,8,1413
Нимир,Мужской,44,Бандит,False,8,33,1414
Нимуэ,Женский,51,Чародейка,True,8,33,1415
Нина,Женский,15,Дворянка,True,8,19,1416
Нина Фиораванти,Женский,24,Чародейка,True,8,33,1417
Нино Чианфанелли,Мужской,49,Банкир,True,7,33,1418
Нирка,Женский,16,,True,8,33,1419
Нисса,Женский,31,Артистка,True,11,33,1420
Ниссаил,Мужской,41,ФехтовальщикПоэт,True,11,33,1421
Нитерт,Мужской,24,Государственный деятель,True,8,24,1422
Нитраль,Мужской,43,ВоинОфицер (?)Чародей,False,11,33,1423
Нищий,Мужской,68,Художник,True,8,33,1424
Нищука,Мужской,37,Наемник,True,8,24,1425
Новосад,Мужской,26,,True,8,33,1426
Сериал:Ногорн,Мужской,34,Разбойник,True,8,33,1427
Ногорн,Мужской,22,Бандит,False,8,33,1428
Нолс,Мужской,17,Солдат,False,8,24,1429
Нора Вагнер,X,25,,True,8,33,1430
Норберт,Мужской,34,Солдат,True,8,24,1431
Норберт фон Эбнер,Мужской,63,Философ,True,8,24,1432
Норман Садор,Мужской,38,Солдат,True,8,29,1433
Норрис,Мужской,23,,True,8,33,1434
Норульф,Мужской,24,Пират,True,8,21,1435
Носикамень,Мужской,52,Стражник,True,8,33,1436
Ньялль,Мужской,24,Рыбак,True,8,21,1437
Ньялль (Фареры),Мужской,61,,False,8,21,1438
Нэннеке,Женский,46,Настоятельница храма,True,8,29,1439
Нюня,Женский,42,Проститутка,True,8,33,1440
Обри Младший,Мужской,25,Корнет,False,8,29,1441
Овайн аэп Кленвог,Мужской,15,Посланник,False,8,8,1442
Овейн из Повисса,Мужской,45,Рыцарь,True,8,13,1443
Овен,Мужской,68,Солдат,False,8,29,1444
Овсивуй,Мужский,70,Крестьянин,True,8,33,1445
Огг Погг и Рогг,Мужской,23,,True,8,33,1446
Огден,Мужской,30,Кузнец,True,7,33,1447
Огребок,Мужской,61,Бандит,False,8,29,1448
Огюст Бенуа,Мужской,62,Художник,True,8,33,1449
Огюст Моннар,Мужской,53,Предприниматель,False,8,33,1450
Однорукий Адалар,Мужской,34,Мошенник,True,8,33,1451
Одо,Мужской,35,,False,8,29,1452
Одолан,Мужской,55,Крестьянин,True,8,29,1453
Одрин,Мужской,62,БродягаСолдат (ранее),True,8,10,1454
Ойен,Мужской,62,,True,8,21,1455
Ойот Справедливый,Мужской,53,Государственный деятель,True,8,19,1456
Ойсин,Мужской,29,Военнослужащий,True,8,15,1457
Оквист,Мужской,33,,True,6,33,1458
Октавия Гайл,Женский,15,Инквизитор,True,8,33,1459
Окультих,Мужской,30,Бандит,False,8,29,1460
Олаф (Стражник),Мужской,34,Стражник,True,8,21,1461
Олаф (сын Ове),Мужской,47,,True,8,21,1462
Олаф Стигвасон,Мужской,51,Воин,True,8,21,1463
Олек из Бан Глеана,Мужской,33,Ведьмак,True,8,10,1464
Олена,Женский,47,,True,10,33,1465
Оливер,Мужской,54,Корчмарь,False,8,24,1466
Оливье из Гулеты,Мужской,47,Ведьмак,True,8,2,1467
Оль Харшейм,Мужской,22,Военнослужащий,True,8,33,1468
Ольве,Мужской,22,,False,8,21,1469
Ольга Ланге-Хааре,Женский,43,Княгиня,True,8,24,1470
Ольгерд (Бандит),Мужской,17,Бандит,False,8,24,1471
Ольгерд фон Эверек,Мужской,43,ДворянинРаубриттерАтаман Реданской Вольной Компании,False,8,24,1472
Ольсен,Мужской,65,Таможенник,True,8,2,1473
Ольшан,Мужской,33,Жрец,False,8,2,1474
Ондатр,Мужской,44,Торговый деятель,True,8,33,1475
Онезорг,Мужской,48,Доктор,True,8,33,1476
Онората фон Эверек,Женский,41,ДворянкаМеценат,False,8,24,1477
Орвалл Ла Валетт,Мужской,29,Государственный деятельДворянин,True,8,29,1478
Оресс,Мужской,65,,True,8,33,1479
Орестесо Коппа,Мужской,19,Убийца мародер,True,8,33,1480
Ори Ройвен,Мужской,46,Чистильщик обувиСекретарь (ранее),False,8,24,1481
Ориана,Женский,39,ДворянкаМеценат,False,8,33,1482
Орля,Женский,49,,True,8,33,1483
Орм,Мужской,31,Дворянин,True,8,19,1484
Орнеста,Женский,43,,False,8,24,1485
Ортензио,Мужской,30,СолдатПартизан,True,8,29,1486
Ортолан,Мужской,21,ЧародейУчёный,False,8,33,1487
Оружейник (Купеческий квартал),Мужской,66,Торговец,True,8,33,1488
Оружейник Ордена,Мужской,70,Кузнец,True,8,33,1489
Освин,Мужской,67,Конюх,False,8,29,1490
Осмык,Мужской,27,Государственный деятель,False,8,11,1491
Острик,Мужской,49,Крестьянин,False,8,15,1492
Острит,Мужской,44,Дворянин,False,8,29,1493
Остэрв,Мужской,33,Рабочий,True,8,33,1494
Осужденный эльф,Мужской,63,Партизан,True,11,33,1495
Оська,Мужской,34,,True,8,33,1496
Откелл,Мужской,41,ВоинЯрл,True,8,21,1497
Отригг ан Хиндар,Мужской,24,,False,8,21,1498
Отто Бамбер,Мужской,53,Травник,True,9,33,1499
Отто Дуссарт,Мужской,54,,True,8,33,1500
Отто Тиссен,Мужской,28,Дворянин,True,8,12,1501
Отчаявшийся купец,Мужской,47,Торговец,True,8,33,1502
Отшельник,Мужской,51,ДруидТорговецДипломат (ранее),True,8,33,1503
Офелия Ван Мурлегем,Женский,29,Аристократка,True,8,33,1504
Официантка (Кудлатый Мишка),Женский,60,Торговец,True,8,33,1505
Охапк,Мужской,60,Купец,True,8,33,1506
Охотник (Залипье),Мужской,55,,True,8,33,1507
Очко,Мужской,25,БандитНаемник,False,8,33,1508
Пётр Фарамонд,Мужской,18,Архитектор,False,8,8,1509
Пабло,Мужской,35,Артист цирка,True,11,33,1510
Пабло Саско,Мужской,48,Танцор,False,8,24,1511
Павел,Мужской,59,Бортник,True,8,29,1512
Паветта,Женский,67,Дворянка,False,8,33,1513
Павко Галье,Мужской,32,Гавенкар,True,8,33,1514
Паломник,Мужской,27,Паломник,True,8,21,1515
Пальмерин де Лонфаль,Мужской,61,ДворянинСтранствующий рыцарь,True,8,33,1516
Пандольфо Фортегерра,Мужской,54,Писатель,True,8,33,1517
Панталон,Мужской,21,,True,8,33,1518
Парлаги,Мужской,28,Купец,True,8,33,1519
Паромщик,Мужской,34,,True,8,33,1520
Пастух,Мужской,31,,True,8,33,1521
Пат,Мужской,19,Лучник,True,8,29,1522
Пат Грубер,Мужской,33,Букмекер,True,8,33,1523
Патрик из Вейзе,Мужской,64,Рыцарь,False,8,33,1524
Патрик Лещина,Мужской,40,Игрок в гвинт,True,8,24,1525
Патрис Людовик,Мужской,33,Парикмахер,True,8,33,1526
Патриция Вегельбуд,Женский,34,Дворянка,False,8,24,1527
Паулье Дальберг,Мужской,38,Наемник,False,7,18,1528
Пафнутий,Мужской,42,Управляющий каменоломнейСтроительный бригадир,True,8,33,1529
Паштор,Мужской,27,Прислужник Дегерлунда,True,8,33,1530
Певица («Кайры»),Женский,16,,True,8,33,1531
Пекарь,Мужской,45,Торговец,True,8,33,1532
Пеллегрин Мышастый,Мужской,18,ПреступникРостовщикЛидер банды,True,8,33,1533
Пемпик,Мужской,20,Крестьянин,True,8,29,1534
Пенницвик,Мужской,60,Бургомистр,True,8,33,1535
Перегрибок,Мужской,26,Казначей,True,8,33,1536
Персиваль,Мужской,23,Странствующий рыцарь,True,8,33,1537
Персиваль Шуттенбах,Мужской,66,Ювелир,True,5,33,1538
Персонажи (Ведьмак 2),X,39,,True,8,33,1539
Петер,Мужской,31,,True,8,29,1540
Петер из Неслухова,Мужской,45,РыцарьБандит,False,8,33,1541
Петер Пий,Мужской,55,,True,8,21,1542
Петер Саар Гвинлеве,Мужской,26,ВоеннослужащийКомандир гарнизонаКрестьянин (ранее),True,8,8,1543
Петер Эвертсен,Мужской,50,Военный и государственный деятель,False,8,8,1544
Петри,Мужской,53,Чародей,True,8,33,1545
Петру Коббин,Мужской,19,Напарник Фиша,True,8,33,1546
Петтер,Мужской,69,Рыбак,True,8,21,1547
Петунья Хильдебранд,Женский,70,,True,9,33,1548
Петунья Хофмайер,Женский,41,,True,9,33,1549
Петюх,Мужской,21,,True,8,33,1550
Пинастри,Женский,62,Травница,False,8,33,1551
Пирал Пратт,Мужской,41,Криминальный авторитет Керака,True,8,33,1552
Писарь,Мужской,67,Писарь,True,8,33,1553
Писарь в Пассифлоре,Мужской,24,Писарь,True,8,24,1554
Плегмунд,Мужской,61,Проповедник,True,8,33,1555
Плотва,Женский,60,Ездовая лошадь,True,8,33,1556
Плохач,Мужской,49,Лесоруб,True,8,29,1557
Повар (Цена нейтралитета),Мужской,36,Торговец,True,7,33,1558
Погробарк,Мужской,36,Князь,True,8,33,1559
Поквит,Мужской,63,Извозчик,True,8,33,1560
Поликарп из Ринды,Мужской,61,Рыцарь,True,8,24,1561
Полина,Женский,19,Дворянка,True,8,19,1562
Полли,Женский,48,Хореограф,True,8,24,1563
Полуэльфийка,Женский,61,,True,8,33,1564
Поль,Мужской,68,ГвардеецНадзиратель,True,8,33,1565
Польдик,Мужской,18,,False,8,33,1566
Пондерик,Мужской,19,Государственный деятель,True,8,33,1567
Понт Дюбуа,Мужской,41,Дворянин,True,8,10,1568
Посвист,Мужской,19,Сказитель,True,8,33,1569
Посол де Руйтер,Мужской,45,ПосолДворянин,True,8,24,1570
Посол фон Хинн,Мужской,55,ДипломатИгрок в гвинт,True,8,8,1571
Пребен,Мужской,38,Крестьянин,True,8,29,1572
Преподобный,Мужской,25,Жрец,False,8,29,1573
Прибожек (Ард Скеллиг),Женский,65,,True,8,33,1574
Призрак в дереве,Женский,34,,False,8,33,1575
Призрак игрока,Мужской,56,Игрок в кости,True,8,33,1576
Призрак нильфгаардца,Мужской,54,Солдат,False,8,8,1577
Примиславиус дон Стесс,Мужской,23,Дворянин,True,8,29,1578
Примула,Женский,20,,True,8,33,1579
Принц вар Аттре,Мужской,54,Военачальник,False,8,8,1580
Принц Воорхис,Мужской,20,Дворянин,True,8,8,1581
Присцилла,Женский,59,БардАртист,True,8,12,1582
Прожжённый,Мужской,29,,True,8,33,1583
Проксим,Мужской,21,Управляющий арены,True,8,10,1584
Прометиций Шезлок,Мужской,17,ПреподавательУченый,False,8,33,1585
Прорицатель,Мужской,49,ПрорицательИгрок в гвинт,True,8,29,1586
Пророк Лебеда,Мужской,24,ЛекарьПророк,True,8,33,1587
Просперо Басти,Мужской,37,Наемник,True,8,33,1588
Профессор,Мужской,20,Наемник,False,8,33,1589
Прохаська,Мужской,58,Жрец,True,8,33,1590
Пруна,Женский,54,Воспитанница храма Мелитэле,True,8,33,1591
Пряха,Женский,34,Ведьма,False,8,33,1592
Пудлорак,Мужской,51,Капитан шлюпа,True,8,33,1593
Пукке,Мужской,48,Пират,False,8,21,1594
Путткаммер,Мужской,39,Курсант,True,8,33,1595
Пуцци,Мужской,22,Дворянин,True,8,34,1596
Пьер,Мужской,34,Портной,True,8,33,1597
Пьяная женщина (Оксенфурт),Женский,70,,True,8,33,1598
Пьяный мужчина («Алхимия»),Мужской,56,,False,8,33,1599
Рёгнер из Эббинга,Мужской,40,Государственный деятель,False,8,34,1600
Рётшильд,X,29,,True,8,33,1601
Раванен Кимбольт,Мужской,51,Государственный деятельДворянин,True,8,29,1602
Равик,Мужской,20,Карточный шулер,True,8,24,1603
Рагбард из Элландера,Мужской,31,Принц-консортДворянин,True,8,29,1604
Радгаст,Мужской,52,Преступник,True,8,33,1605
