character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Камил Ронштеттер,Мужской,24,,True,8,,938
Капитан (Порт Новиграда),Женский,20,МореплавательКапитан корабля,True,8,,939
Капитан Волверстон,Мужской,70,Капитан корабляМореплаватель,False,8,,940
Капитан стражи вар Аттре,Мужской,38,Военнослужащий,True,8,8,941
Капитан Хансен,Мужской,16,Офицер,True,8,24,942
Карантир,Мужской,36,ПолководецЧародей-навигатор,False,11,,943
Кардуин из Лан Эксетера,Мужской,50,Чародей,True,8,12,944
Карецца Шарбоннэ,Женский,61,Дворянка,True,8,29,945
Карл Варезе,Мужской,68,ПреступникЛидер группировки,False,7,,946
Карла Деметия Крест,Женский,68,Чародейка,True,8,,947
Карли,Женский,15,,True,8,21,948
Кармен,Женский,31,Проститутка,True,8,29,949
Карола,Женский,27,,False,8,29,950
Каролина (Ведьмак),Женский,22,Крестьянка,False,8,29,951
Каролина Роберта,Женский,66,Государственный деятель,True,8,,952
Картия ван Кантен,Женский,22,Шпионка,True,8,8,953
Карэлька,Мужской,28,Стражник,True,8,,954
Касадей,Мужской,17,Дворянин,True,8,,955
Каспар,Мужской,40,Воин,True,8,21,956
Каспер,Мужской,26,Солдат,False,8,24,957
Кассандра дю Туа,Женский,47,Шпион,True,8,33,958
Катарина,Женский,35,Артистка,True,8,,959
Катье,Женский,67,Жрица,True,8,,960
Квартирмейстер (Замок Вроницы),Мужской,67,КвартирмейстерКупец,True,8,29,961
Квартирмейстер (Цена нейтралитета),Мужской,52,Торговец,True,7,,962
Квинто,Мужской,15,Профессиональный вор,False,8,,963
Кеаллах аэп Груффыд,Мужской,57,Сенешаль,True,8,,964
Кеван,Мужской,26,,True,8,21,965
Кевенард ван Влит,Мужской,51,Предприниматель-кожевник,True,8,24,966
Кеес ван Ло,Мужской,67,Военачальник,False,8,8,967
Кейр,Мужской,62,БандитНаемник,False,8,,968
Кейра Мец,Женский,38,Чародейка,False,8,29,969
Кейстут фон Эверек,Мужской,31,Военачальник,True,8,24,970
Келина,Женский,34,баронесса,True,8,,971
Келоб,X,67,,True,8,,972
Кельдар,Мужской,35,ВедьмакНаставник ведьмаков,True,8,,973
Кельтуллис,Женский,37,,True,7,,974
Кеннет,Мужской,25,Наемник,True,8,24,975
Кербин,Мужской,44,Государственный деятель,True,8,33,976
Керис ан Крайт,Женский,58,Государственный деятель (опционально),True,8,21,977
Кехль,Мужской,40,Разбойник,True,1,,978
Киаран аэп Эасниллен,Мужской,53,Партизан,False,11,,979
Киврил,Мужской,35,Бандит,False,8,,980
Кийян Безумный,Мужской,22,НаёмникВедьмак,False,8,,981
Кинеад вар Анагыд,Женский,45,Дворянка,True,8,8,982
Киприан Вилли,Мужской,23,ПреступникЛидер банды,False,8,,983
Киприан Фрипп Младший,Мужской,51,Солдат,False,8,,984
Киприан Фрипп Старший,Мужской,43,Солдат из отряда Скеллена,True,8,,985
Кирпич,Мужской,42,Наркоторговец,False,8,29,986
Кирпичники,X,37,,True,8,,987
Кирус Хеммельфарт,Мужской,50,Церковный деятель,True,8,,988
Кистрин,Мужской,66,Король,True,8,5,989
Клапрот,Мужской,30,Бандит,False,8,29,990
Клара,Женский,43,Крестьянка,False,8,29,991
Клара аэп Гвиндолин Гор,Женский,36,Фаворитка императора,True,8,,992
Клара Ларисса де Винтер,Женский,48,ЧародейкаПреподавательРектор академии,True,8,,993
Кларисса из Туссента,Женский,41,Королева,True,8,,994
Клаудия Стархемберг,Женский,61,Дворянка,True,8,13,995
Клаус Келлерман,Мужской,34,Алхимик,False,8,,996
Клаус фон Эбергейд,Мужской,40,Рыцарь,True,8,24,997
Кледвин,Мужской,28,Цирюльник,True,8,8,998
Клемент,Мужской,23,Гвардеец,True,8,,999
Клорд,Мужской,53,,True,8,29,1000
Клыкач,Мужской,33,Криминальный авторитет,False,8,,1001
Клюйверт,Мужской,28,Наркоторговец,False,8,24,1002
Кляйнер,Мужской,59,Солдат,True,8,24,1003
Кмет-торговец,Мужской,45,Торговец,True,8,,1004
Кнут Кройцман,Мужской,59,,False,8,24,1005
Кнут Свирепый,Мужской,69,СектантВоин,True,8,21,1006
Княжна,Женский,18,,True,8,,1007
Князь де Берри,Мужской,35,Дворянин,True,8,,1008
Коба,Мужской,28,Крестьянин,False,8,24,1009
Кобус де Руйтер,Мужский,61,ВоеначальникПисательДворянин,False,8,24,1010
Ковач,Мужской,17,Офицер темерской армии,True,8,,1011
Кодрингер,Мужской,32,Детектив,False,8,,1012
Козизуб,Мужской,32,Король,True,8,,1013
Козоед,Мужской,61,Сапожник,True,8,,1014
Коиннеах де Рео,Мужской,30,ПартизанВоеннослужащий,False,11,,1015
Койон,Мужской,20,ВедьмакСолдат,False,8,13,1016
Колдвин,Мужской,54,Особый посланникВоеннослужащий,True,8,8,1017
Колосс,Мужской,31,Кулачный боец,True,8,,1018
Колтун,Мужской,23,Гладиаторский боец,True,8,,1019
Колтун (Гвинт),Мужской,60,Рыцарь,True,8,,1020
Кольгрим,Мужской,42,Ведьмак,False,8,,1021
Кольда,Мужской,70,Гавенкар,True,8,,1022
Комор,Мужской,16,Крестьянин,True,8,29,1023
Кондвирамурса Тилли,Женский,48,Чародейка (Онейромантка),True,8,,1024
Коннор,Мужской,15,,True,8,,1025
Конрад,Мужской,44,Пьяница,True,8,,1026
Конская Шкура,Мужской,54,Гладиаторский боец,True,8,,1027
Коппенрат,Мужской,37,Бургомистр,True,8,,1028
Корам I,Мужской,62,Государственный деятель,True,8,33,1029
Корам II,Мужской,29,Государственный деятель,False,8,33,1030
Корбен,Мужской,26,Дворянин,True,8,,1031
Корбетт,Мужской,47,Государственный деятель,False,8,33,1032
Кори,Мужской,20,,False,8,21,1033
Корин,Мужской,30,Наемник,True,8,,1034
Корина Тилли,Женский,38,Чародейка (Онейромантка),True,8,,1035
Корнелий из Ассенгарда,Мужской,19,Мастер-оружейник,True,8,,1036
Королева Зимы,Женский,69,ЗнающаяНавигатор Дикой Охоты,True,11,,1037
Королева Ночи,Женский,49,Хозяйка борделя,False,8,,1038
Королева Полей,Женский,34,Богиня природы,True,8,,1039
Король Волков,Мужской (?),50,,False,8,,1040
Король Зигги,Мужской,31,Букмекер,True,8,,1041
Король-Рыбак,Мужской,34,РыбакПаромщик,True,8,,1042
Коротышка,Мужской,57,Солдат,False,8,29,1043
Коротышка Иакса,Мужской,27,Убийца,False,8,,1044
Коррел,Мужской,33,Государственный деятель,True,8,33,1045
Корчмарь («На распутье»),Мужской,17,Корчмарь,True,8,29,1046
Косарь,Мужской,61,Наркоторговец,True,8,29,1047
Косимо Маласпина,Мужской,61,ЧародейУчёный,True,8,,1048
Косма,Мужской,37,Гвардеец,False,8,,1049
Космо Бальденвегг,Мужской,69,,False,9,,1050
Кот в сапогах,Мужской,37,,True,8,,1051
Коэнрад из Ринды,Мужской,17,Ученик ведьмаков,True,8,24,1052
Краки,Мужской,48,,False,8,21,1053
Крапивка,Мужской,39,Кмет,True,8,2,1054
Краска,Мужской,41,Военнослужащий,True,8,10,1055
Красная Рикка,Женский,44,Наездница,True,8,21,1056
Крах ан Крайт,Мужской,54,Ярл СкеллигеЛидер клана,False,8,21,1057
Крегеннан из Леда,Мужской,20,Чародей,False,8,,1058
Крепп,Мужской,19,ЖрецЧиновник,True,8,24,1059
Крест,Мужской,15,Жрец,False,8,10,1060
Крестьянка (Старые шахты),Женский,62,Крестьянка,True,8,29,1061
Крестьянка Предместья,Женский,63,,True,8,29,1062
Кривой,Мужской,26,Наемник,True,8,24,1063
Криворот,Мужской,61,Кулачный боец,True,8,,1064
Криспин Камэни,Мужской,63,Дворянин,False,8,29,1065
Кристина фон Эверек,Женский,46,Дворянка,True,8,24,1066
Кристоф Дюгарри,Мужской,62,Странствующий рыцарь,False,8,,1067
Крысоловка,Женский,41,,True,8,,1068
Ксавьер Моран,Мужской,42,Наемник,True,7,,1069
Ксандер,Мужской,18,Дворянин,True,8,11,1070
Ксартисиус,Мужской,25,АстрологМаг,True,8,8,1071
Ксимена,Женский,36,,False,8,,1072
Ксимена Тиссен,Женский,67,Дворянка,True,8,12,1073
Ксирднех,Мужской,47,Бард,True,8,,1074
Куба,Мужской,28,,True,8,,1075
Кузнец (Большие Сучья),Мужской,55,Кузнец (ученик),True,8,29,1076
Кузнец (Кулачный боец),Мужской,45,КузнецКулачный боец,True,8,29,1077
Кузнец (Окрестности Вызимы),Мужской,40,Кузнец,True,7,,1078
Кузнец (Тихая деревня),Мужской,34,Кузнец,True,8,,1079
Кунигунд де Каббрэ,Женский,33,Художница,True,8,,1080
Купец (Залипье),Мужской,22,Купец,True,8,,1081
Купец (Рудник),Мужской,56,Купец,True,8,,1082
Купец (Хата лодочных мастеров),Мужской,39,Купец,True,8,,1083
Купец Ордена,Мужской,39,Торговец,True,8,,1084
Курису,Женский,49,,True,8,21,1085
Курт,Мужской,40,Инквизитор,False,8,24,1086
Курт (Наемник),Мужской,63,Наемник,True,8,,1087
Курт Дисарт,Мужской,53,Дворянин,False,8,29,1088
Куртизанка (Ведьмак),Женский,59,,True,8,,1089
Кухарка,Женский,43,Ведьма,False,8,,1090
Кыффри Виффелег,Мужской,20,Военнослужащий,False,8,8,1091
Кьярре,Мужской,48,,True,8,21,1092
Кэел,Мужской,41,БандитНаемник,False,8,,1093
Лавк,Мужской,23,,True,8,,1094
Лавроносик,Мужской,35,АптекарьЧиновник,True,8,24,1095
Лазарь,Мужской,62,Кастелян замка,False,8,17,1096
Лазарь Лафарг,Мужской,48,Кузнец (гроссмейстер),True,8,,1097
Сериал:Лазло,Мужской,25,Рыцарь,True,8,33,1098
Ламарр Флаут,Мужской,44,Военнослужащий,False,8,8,1099
Ламберт,Мужской,61,Ведьмак,False,8,,1100
Ламберт из Темерии,Мужской,57,Государственный деятель,True,8,29,1101
Лапоть,Мужской,40,Кмет,True,8,,1102
Лара Доррен аэп Шиадаль,Женский,53,Чародейка (Aen Saevherne),False,11,,1103
Ларкин,Мужской,64,Военнослужащий,False,8,15,1104
Ларс,Мужчина,37,,True,8,,1105
Лассе,Мужской,61,,True,8,21,1106
Ле Помпиду,Женский,56,Дворянка,True,8,,1107
Левек,Мужской,55,Член Стражей Пущи,True,8,,1108
Легенза,Мужской,54,Наемник,True,8,,1109
Лейтенант фон Херст,Мужской,56,Рыцарь-интендантБандит,False,8,,1110
Лейф,Мужской,48,,True,8,21,1111
Лейф (Воин),Мужской,60,ВоинДружинник Хьялмара,False,8,21,1112
Лейф (Пират),Мужской,31,Пират (?),True,8,21,1113
Лександр,Мужской,60,Ведьмак,False,8,,1114
Леника,Женский,42,Няня,True,8,,1115
Лео,Мужской,44,Ведьмак-ученик,False,8,,1116
Лео Бонарт,Мужской,45,Охотник за головамиСолдат (в прошлом),False,8,,1117
Леон Оппенхойзер,Мужской,59,ПредподавательУченый,True,8,,1118
Леслав,Мужской,51,КрестьянинКопатель торфа,True,8,29,1119
Лесовик,Мужской,69,ВоеннослужащийТорговецРемесленник,True,8,10,1120
Лесье,Женский,28,Крестьянка,True,8,29,1121
Леся,Женский,24,Крестьянка,True,8,29,1122
Летанде Авет,Мужской,61,Наемник,False,8,32,1123
Летисия Шарбоннэ,Женский,56,ЧародейкаПреподавательРектор академии,True,8,29,1124
Лето из Гулеты,Мужской,39,ВедьмакНаёмный убийцаОхотник за головами,False,8,2,1125
Лех и Ярик,Мужской,62,,True,8,,1126
Лешко,Мужской,31,Крестьянин,True,8,29,1127
Лже-Цирилла,Женский,34,ДворянкаИмператрица,True,8,33,1128
Лиам аэп Муир Мосс,Мужской,24,Военачальник,True,8,8,1129
Лиам де Короната,Мужской,59,ВиноделДворянин,True,8,,1130
Лиам из Цидариса,Мужской,65,Государственный деятель,True,8,32,1131
Либуше,Женский,45,,True,8,24,1132
Лива,Женский,57,МаркитанткаМедсестра,True,8,,1133
Лидия ван Бредевоорт,Женский,65,ЧародейкаХудожница,False,8,,1134
Лидрик,Мужской,57,Распорядитель арены,True,8,21,1135
Лили Бибервельт,Женский,41,,True,9,,1136
Лилианна,Женский,15,Чародейка,True,8,,1137
Лилита,Женский,63,,True,8,,1138
Лилле,Женский,36,,True,8,,1139
Лина,Женский,55,Крестьянка,False,8,29,1140
Линденброг,X,48,,True,8,,1141
Линус Питт,Мужской,37,Учёный-естествоведПреподаватель,True,8,,1142
Литта Нейд,Женский,38,ЧародейкаЦелительница,False,8,21,1143
Сериал:Литта Нейд,Женский,22,Чародейка,True,8,,1144
Ллайг Трыффрин,Мужской,35,Военнослужащий,True,8,8,1145
Ллинос из Метинны,Мужской,67,Рыцарь,True,8,,1146
Ловкач,Мужской,46,,True,8,,1147
Лодовико Мишеле,Мужской,38,Наемник,False,8,,1148
Лодочный мастер,Мужской,54,Лодочный мастерИгрок в гвинт,True,8,29,1149
Лойза Болт,Мужской,54,Бригадир лесорубов,True,7,,1150
Локхарт Невероятный,Мужской,44,ЧародейТорговец,True,8,,1151
Лорд де Буливье,Мужской,49,Дворянин,True,8,29,1152
Лорд де Вольт,X,60,Дворянин,True,8,24,1153
Лорд Картрайт,Мужской,42,ДворянинЗемлевладелец,True,8,15,1154
Лорд Клейтон,Мужской,68,ДворянинПомещик,False,8,15,1155
Лорд Мансфилд,Мужской,46,ДворянинЗемлевладелец,True,8,15,1156
Лоренцо Молла,Мужской,28,НаемникБандит (в прошлом),True,8,,1157
Лоретьель,Женский,67,,True,11,,1158
Лот Полуэльф,Мужской,53,БандитЛидер группировки,False,8,,1159
Лотар,Мужской,47,,True,8,21,1160
Лоточник,Мужской,50,Торговец,True,8,,1161
Лоудбор из Мурривеля,Мужской,24,Чародей,False,8,24,1162
Лугос Безумный,Мужской,36,Ярл воин,False,8,21,1163
Лугос Заячья Губа,Мужской,53,ВоинЯрл,False,8,21,1164
Лугос Синий,Мужской,51,Воин,False,8,21,1165
Луи де Корентен,Мужской,41,Игрок в гвинт,False,8,,1166
Луи де ла Круа,Мужской,25,ПредпринимательСтранствующий рыцарь (ранее),False,8,,1167
Луис Маравель,Мужской,16,Государственный деятельДворянин,True,8,29,1168
Лукас,Мужской,61,Крестьянин,False,8,24,1169
Лукреция Виго,Женский,25,Чародейка (?),False,8,8,1170
Лунд,Мужской,46,БандитЧиновник,False,8,,1171
Лунини,Мужской,69,ЧародейАлхимик,True,8,,1172
Лусси,Женский,31,Контрабандистка,True,8,,1173
Лффынед,Мужской,49,Солдат,False,8,8,1174
Лысый Сигге,Мужской,29,Наездник,True,8,21,1175
Люба,Женский,51,,True,8,29,1176
Любка,Женский,51,Крестьянка,True,8,15,1177
Людвиг Мерс,Мужской,19,Чиновник,True,8,,1178
Людвик,Мужской,59,Преступник,False,8,,1179
Людвик Клосстер,Мужской,49,Лесоруб,True,7,,1180
Людмила,Женский,57,,False,8,24,1181
Людовик,Мужской,36,Государственный деятель,True,8,,1182
Людовик Бруненбаум,Мужской,21,Аукционер,True,5,,1183
Люк Вегельбуд,Мужской,20,ДворянинЖокей,True,8,24,1184
Люкас Корто,Мужской,51,Наемник,True,7,18,1185
Люппи,Мужской,60,Медик,True,8,,1186
Люси,Женский,39,,False,8,24,1187
Люсьен де Фуи,Мужской,39,АрхитекторСкульптор,True,8,24,1188
Люсьен Моннар,Мужской,57,Предприниматель,False,8,,1189
Люсьен фон Эбергейд,Женский,36,ДворянкаЖрица,True,8,24,1190
Люсьена,Женский,53,Крестьянка,True,8,29,1191
Сериал:Лютик,Мужской,53,Бард,True,8,,1192
Лютик,Мужской,54,БардДворянин,True,8,,1193
Лютиция,Женский,45,,True,8,24,1194
Лютка,Женский,58,Крестьянка,True,8,29,1195
Люц из Тыффии,Мужчина,65,,True,8,,1196
Лянтиери,Женский,27,Хозяйка борделя,True,8,,1197
Ляшарель,Мужской,60,Деятель органов безопасности,False,8,24,1198
Маартен,Мужской,41,Деятель органов безопасности,False,8,24,1199
Мавра,Мужской,61,Повар,True,8,,1200
Маврик,Женский,69,,True,8,10,1201
Магнус,Мужской,61,Солдат,False,8,,1202
Магнус Рихтер,Мужской,68,,True,7,,1203
Мадалин,Мужской,46,Лесоруб,False,8,,1204
Мадам де Бурбё,Женский,19,Проститутка,True,8,,1205
Мадам Изабель,Женский,65,Дворянка,True,8,,1206
Мадам Кароль,Женский,50,Хозяйка публичного дома,True,8,,1207
Мадам Луиза,Женский,18,Мадам борделя,True,8,24,1208
Мадден,Женский,47,ПроституткаХозяйка борделя,True,8,,1209
Мадук,Мужской,55,БандитНаемник,False,8,,1210
Майкл де Ноалье,Мужской,32,НаёмникВедьмак (ранее),True,8,24,1211
Майлс Тритвей,Мужской,39,Государственный деятель,True,8,,1212
Майрвен Росэн,Мужской,45,Чародей,True,8,8,1213
Макси ван Деккар,Мужской,21,Военный и государственный деятель,True,8,,1214
Максим Болье,Женский,57,Наемница,True,8,,1215
Максим Макрин,Мужской,36,Артист,True,8,,1216
Максимилиан Борсоди,Мужской,42,Странствующий рыцарьЗемлевладелец,False,8,,1217
Малатеста,Мужской,46,Предприниматель,True,8,,1218
Малена,Мужской,32,Управляющий,True,11,,1219
Мальвина,Женский,34,,False,8,19,1220
Мальгет,Женский,32,Дворянка,True,8,10,1221
Малькольм Гатри,Мужской,50,Знахарь,False,8,,1222
Малькольм Штейн,Мужской,63,Рыбак,True,7,,1223
Маммуна,Мужской,25,Кузнец,True,8,,1224
Манисса,Женский,52,,True,8,,1225
Мансфельд,Женский,40,ЧародейкаРазбойница,True,8,10,1226
Мантас Бирут,Мужской,32,Военный и государственный деятель,True,7,,1227
Манфред (Ведьмак 2),Мужской,29,,True,8,10,1228
Манфред (Ведьмак 3),Мужской,60,Солдат,True,8,,1229
Манфред Гроссбарт,Мужской,66,Купец,False,8,21,1230
Мараал,Мужской,30,Разбойник,False,8,22,1231
Марабелла,Мужской,42,Придворный убийца,False,8,24,1232
Маргарита,Женский,23,Учительница,True,8,29,1233
Маргарита Ло-Антиль,Женский,24,,False,8,,1234
Марго де Корентен,Женский,66,ЧародейкаРектор академии,True,8,,1235
Мардер,Женский,29,,False,8,8,1236
Мари де Мерсей,Мужской,43,Пристав,True,8,24,1237
Марианна,Женский,38,Дворянка,True,8,,1238
Мариетта Лоредо,Женский,35,Работница банка,True,8,,1239
Марика,Женский,25,,False,8,29,1240
Марилька,Женский,47,Помощница Тэклы,True,8,24,1241
Сериал:Марилька,Женский,61,,True,8,24,1242
Марион Тиссен,Женский,44,Дочь войта,True,8,12,1243
Мариус Флорин,Женский,46,Дворянка,True,8,,1244
Мария Пульхерия,Мужской,16,ДворянинКарточный игрок,True,8,29,1245
Мария-Луиза Ла Валетт,Женский,69,Королева,True,8,29,1246
Марк,Женский,67,Дворянка,True,8,,1247
Марк (Оруженосец),Мужской,48,Подручный Нумы,True,8,5,1248
Марк Дюбуа,Мужской,24,Оруженосец,False,8,,1249
Марк Макреллиний,Мужской,51,,False,8,,1250
Маркас,Мужской,30,Автор книг,True,8,17,1251
Марквар,Мужской,65,Оруженосец,False,8,21,1252
Маркграф Хенкель,Мужской,15,Чародей,False,8,24,1253
Маркиз де Мерсей,Мужской,27,Дворянин,False,8,24,1254
Маркиз Ла Креахм,Мужской,39,Государственный деятель,True,8,,1255
Маркиз Пеллиграм,Мужской,64,ДворянинПисатель,True,8,,1256
Маркиз Шарбоннэ,Мужской,29,ДворянинВоеначальникПисатель,True,8,29,1257
Маркиза Серенити,Мужской,40,Дворянин,True,8,24,1258
Марко Гедль,Женский,38,Хозяйка борделяПроститутка (ранее),True,8,24,1259
Марко Кнопф,Мужской,42,Археолог,False,8,,1260
Маркус Брайбант,Мужской,25,ПутешественникПисатель,True,8,8,1261
Маркус Т.К. Ходгсон,Мужской,18,Военачальник,False,8,24,1262
Марлена де Трастамара,Мужской,17,Купец,True,8,,1263
Марта,Женский,67,ДворянкаКулинар,False,8,,1264
Марти Содергрен,Женский,25,,True,8,,1265
Сериал:Мартин,Женский,44,ЧародейкаЦелительница,False,8,33,1266
Мартин из Дубравы,Мужской,48,Дворянин,True,8,29,1267
Мартин Монье,Мужской,28,Рыцарь,True,8,,1268
Марчелло Клеричи,Мужской,25,ДворянинПутешественникИгрок в гвинт,True,8,,1269
Марьенна,Мужской,61,Странствующий рыцарь,False,8,,1270
Масляный Боб,Женский,47,Королева,True,8,,1271
Мастер,Мужской,46,Кулачный боец,True,8,,1272
Мастер Кройверх,Мужской,58,Кулачный боец,True,8,24,1273
Мастер Орт,Мужской,36,БукмекерОрганизатор боев,True,8,29,1274
Мастер рун,Мужской,35,Оружейник,True,8,22,1275
Мастер-ведьмак,Мужской,44,РемесленникМастер рун,True,8,,1276
Матен,Мужской,51,ВедьмакНаставник ведьмаков,True,8,32,1277
Матео из Метинны,Мужской,65,Государственный деятель,False,8,,1278
Матиас Рыбьи Жабры,Мужской,25,Писатель,True,8,21,1279
Матильда де Верментино,Мужской,18,Ловец жемчугаМародер,True,8,,1280
Матильда де Нэменс-Уйвар,Женский,15,ВиноделДворянка,True,8,34,1281
Матильда Шабо,Женский,50,Дворянка,True,8,,1282
Матиос,Женский,39,,True,8,21,1283
Матта Ху'ури,Мужской,19,,True,8,22,1284
Матюх Заика,Женский,26,Шпион,True,8,29,1285
Маур вар Анагыд,Мужской,63,Наездник,True,8,8,1286
Мачко,Женский,36,Дворянка,True,8,24,1287
Маэваринн,Мужской,30,Мельник,True,11,,1288
Маэглор,Мужской,28,Воин,False,11,,1289
Маэль,Мужской,45,КорольЧародей,False,11,,1290
Мвавр Гливф,Мужской,17,,True,8,8,1291
Меделл,Мужской,18,Военнослужащий,True,8,29,1292
Медик (Оксенфурт),Мужской,66,Государственный деятель,False,8,,1293
Медсёстры,Мужской,39,Медик,True,8,,1294
Мелкий,Женский,47,Медсестры,True,8,,1295
Меньшая ведьма,Мужской,67,Наемник,False,8,,1296
Мервин Адемейн,Женский,41,Ведьма,True,8,9,1297
Мерерид,Мужской,17,Дворянин,True,8,8,1298
Меррин,Мужской,61,Камергер,True,11,,1299
Мертен,Мужской,20,Артист цирка,True,8,,1300
Мертон Брингс,Мужской,47,ПроповедникВедьмак (ранее),True,7,,1301
Мествин,Мужской,57,Наемник,True,8,,1302
Месье де Бурбё,Мужской,58,Капитан когга,True,8,,1303
Мечек Галиняк,Мужской,66,ВиноделДворянин,True,8,29,1304
Мика,Мужской,59,Крестьянин,True,8,29,1305
Микель,Мужской,67,Крестьянин,True,8,29,1306
Микель Бэй,Мужской,16,Крестьянин,False,7,18,1307
Микель из Лисьих Ям,Мужской,27,Пиротехник,True,8,,1308
Микита,Мужской,67,Кмет (?)Глава сопротивления,True,8,,1309
Микитка,Мужской,33,Охранник,True,8,,1310
Миккель,Женский,69,,True,8,21,1311
Миккьяль,Мужской,67,Воин,False,8,21,1312
Миклас,Мужской,36,Смотритель маяка,True,8,24,1313
Миколас Климан,Мужской,67,Солдат,False,8,12,1314
Микула,Мужской,55,Предприниматель,True,8,29,1315
Микула (кузнец),Мужской,24,Стражник,True,8,,1316
Милан Норан,Мужской,38,Кузнец,True,8,8,1317
Милан Раупеннэк,Мужской,44,Военнослужащий,True,8,24,1318
Милаэн,Мужской,44,Военачальник,True,11,,1319
Миленка,Женский,45,НаемникБраконьер,True,8,,1320
Милка,Женский,50,,True,8,,1321
Милка (Кровная вражда),Женский,65,,True,8,15,1322
Милка из Доброва,Женский,21,Крестьянка,False,8,29,1323
Миллегарда,Женский,25,,True,8,24,1324
Мило Вандербек,Женский,58,ЧародейкаДворянка,True,9,,1325
Мильва,Мужской,42,Медик,False,8,27,1326
Мильда,Женский,52,ОхотницаНаемник,False,8,24,1327
Мильтон,Женский,51,,False,8,29,1328
Мильтон де Пейрак-Пейран,Мужской,69,Бандит,False,8,,1329
Мира Байсс,Мужской,28,ДворянинСтранствующий рыцарь,False,8,,1330
Миргот,Женский,19,Чародейка (?),True,8,7,1331
Миргтабракке,Мужской,44,Воин,True,8,,1332
Мирко,Женский,61,,True,8,24,1333
Мирный жрец-водяной,Мужской,43,Бандит,False,3,,1334
Мирон,Мужской,33,Жрец,True,8,10,1335
Мирра,Мужской,70,Аптекарь,True,8,29,1336
Мируна,Женский,69,Лекарь,False,8,,1337
Мистле,Женский,16,,True,8,19,1338
Митек,Женский,42,Разбойница,False,8,,1339
Михель Жевако,Мужской,46,,True,8,,1340
Мицци,Мужской,42,Странствующий рыцарь,True,8,34,1341
Мишелла Сабина Рюксер,Мужской,19,Дворянин,True,8,24,1342
Мишлин Бельроз,Женский,36,Археолог,False,8,,1343
Младшая Скарра,Женский,41,,True,8,8,1344
Могила,Женский,45,Солдат (в прошлом),True,8,29,1345
Могильщик,Мужской,60,БандитНаркоторговец,False,8,,1346
Могильщик из Залипья,Мужской,65,Могильщик,True,8,29,1347
Могучий Нума,Мужской,25,Могильщик,True,8,,1348
Модель Геральта,Мужской,38,,True,8,,1349
Модольф,X,20,,True,8,21,1350
Мозаика,Мужской,16,ВоинЯрл,True,8,,1351
Молли,Женский,27,Чародейка,True,8,24,1352
Молодая жена Брана,Женский,27,Служанка,True,8,21,1353
Мольнар Джианкарди,Женский,15,Жена короля,False,7,,1354
Монс,Мужской,23,Банкир,True,8,21,1355
Морвран Воорхис,Мужской,38,Пират,True,8,8,1356
Морда,Мужской,49,Военный и государственный деятель,False,8,,1357
Морельзе,Мужской,33,БандитНаемник,False,8,24,1358
Моренн,Мужской,61,Инквизитор,False,8,,1359
Моренн из Брокилона,Женский,43,,True,8,,1360
Мориль,Женский,43,Воительница,False,11,,1361
Мориц Дифентель,Женский,38,,False,8,,1362
Моркварг,Мужской,32,Чародей,False,8,21,1363
Мортейсен,Мужской,45,Пират,False,8,8,1364
Мстивой,Мужской,39,ВоеннослужащийКомандир боевой группы,False,8,2,1365
Мунро Бруйс,Мужской,37,Сельский староста,True,7,,1366
Мурко Видмар,Мужской,66,ВышибалаНаемник (ранее)Солдат (ранее),True,7,18,1367
Мщуя,Мужской,55,Банкир (опционально),True,8,24,1368
Мырман,Женский,43,Проститутка,True,8,24,1369
Мыслав,Мужской,31,Знахарь,True,8,29,1370
Мышовур,Мужской,15,Охотник,True,8,21,1371
Сериал:Мышовур,Мужской,53,ДруидСоветник короля,True,8,21,1372
Мэва,Мужской,17,Друид,True,8,15,1373
Мэльфи,Женский,43,Государственный деятель,True,8,29,1374
Мэнно Коегоорн,Мужской,23,,False,8,8,1375
Мэринэаэвэльт,Мужской,67,Полководец,False,8,7,1376
Мэсси,Женский,55,Государственный деятель,True,8,8,1377
Мэтр Альмавера,Мужской,63,Военнослужащий,True,8,,1378
Мэтт Устрица,Мужской,41,Татуировщик,True,8,24,1379
Мюриель,Мужской,21,Артист,True,8,29,1380
Мясник,Женский,20,Дворянка,False,7,,1381
Мясник (Предместья),Мужской,39,Мясник,True,8,,1382
Навик,Женский,54,Мясник,True,8,29,1383
Надя Эспозито,Мужской,35,МогильщикРазбойник (ранее)Солдат (ранее),True,8,,1384
Назариан,Женский,17,Дворянка,True,8,,1385
Нарадкова,Мужской,32,ПреступникНаемник,True,8,2,1386
Нарцисса,Женский,58,,True,8,24,1387
Настька,Женский,66,Проститутка,True,8,24,1388
Натаниэль Пастоди,Женский,38,,True,8,,1389
Наяда (Берег Озера),Мужской,36,Смотритель моргаЖрецПалач (ранее),False,10,,1390
Невеста моря,Женский,68,,True,8,21,1391
Невилл,Женский,20,Друидка (?),False,8,24,1392
Невин,Мужской,15,Градоначальник,True,8,,1393
Недамир,Мужской,57,БандитНаемник,False,8,9,1394
Неистовый Деий,Мужской,15,Государственный деятель,True,8,,1395
Нейл Пуаре,Мужской,22,,True,8,,1396
Неллен,Мужской,48,Солдат,False,8,29,1397
Непелка,Мужской,42,Охотник,False,8,29,1398
Нератин Цека,Мужской,30,,False,8,8,1399
